0,0.344203
1,0.239275
2,0.220221
3,0.320805
4,0.221800
5,0.116832
6,0.219157
7,0.406744
8,0.218362
9,0.233613
10,0.396668
11,0.215574
12,0.378630
13,0.358478
14,0.194101
15,0.356757
16,0.421642
17,0.183811
18,0.388358
19,0.368555
20,0.030341
21,0.388796
22,0.348972
23,0.367273
24,0.289817
25,0.216458
26,0.284914
27,0.386449
28,0.344952
29,0.255971
30,0.371429
31,0.382775
32,0.358612
33,0.239226
34,0.251273
35,0.392081
36,0.374811
37,0.394819
38,0.362018
39,0.349437
40,0.389725
41,0.256088
42,0.221092
43,0.380362
44,0.217704
45,0.227437
46,0.396971
47,0.382525
48,0.037313
49,0.195203
50,0.350889
51,0.289446
52,0.221714
53,0.264101
54,0.299104
55,0.376457
56,0.000000
57,0.376765
58,0.235832
59,0.221274
60,0.326031
61,0.388155
62,0.045056
63,0.364063
64,0.375067
65,0.064655
66,0.320536
67,0.302357
68,0.217663
69,0.228212
70,0.398276
71,0.373973
72,0.232869
73,0.295638
74,0.381679
75,0.229050
76,0.025543
77,0.384530
78,0.265200
79,0.086871
80,0.000000
81,0.210526
82,0.330298
83,0.271941
84,0.213549
85,0.261822
86,0.220945
87,0.375538
88,0.231457
89,0.336894
90,0.383787
91,0.306683
92,0.164530
93,0.223138
94,0.267093
95,0.223214
96,0.185185
97,0.182400
98,0.228225
99,0.134929
100,0.221090
101,0.389486
102,0.260248
103,0.075221
104,0.247050
105,0.357069
106,0.337647
107,0.248447
108,0.376867
109,0.264093
110,0.379992
111,0.215324
112,0.221299
113,0.221188
114,0.390319
115,0.403814
116,0.369184
117,0.000000
118,0.395455
119,0.224929
120,0.378399
121,0.226573
122,0.325235
123,0.265367
124,0.144311
125,0.373108
126,0.414356
127,0.127796
128,0.373965
129,0.381154
130,0.204848
131,0.221883
132,0.285455
133,0.232558
134,0.221977
135,0.379928
136,0.135965
137,0.370552
138,0.382960
139,0.176515
140,0.339218
141,0.413659
142,0.231257
143,0.360797
144,0.379338
145,0.328588
146,0.388045
147,0.391228
148,0.238138
149,0.042289
150,0.406532
151,0.319849
152,0.075305
153,0.217223
154,0.221203
155,0.313387
156,0.340276
157,0.153051
158,0.425276
159,0.322171
160,0.056206
161,0.367277
162,0.242685
163,0.381800
164,0.000000
165,0.353014
166,0.251882
167,0.222528
168,0.221777
169,0.289336
170,0.200228
171,0.357555
172,0.368284
173,0.376301
174,0.218119
175,0.000000
176,0.258982
177,0.224341
178,0.176412
179,0.000000
180,0.399027
181,0.371111
182,0.386464
183,0.271744
184,0.374122
185,0.371626
186,0.218553
187,0.392437
188,0.042341
189,0.223313
190,0.387696
191,0.381497
192,0.398444
193,0.224541
194,0.234865
195,0.382439
196,0.223811
197,0.289598
198,0.274352
199,0.380213
200,0.277795
201,0.380952
202,0.260524
203,0.000000
204,0.260069
205,0.395713
206,0.379897
207,0.236055
208,0.184384
209,0.207084
210,0.363007
211,0.242822
212,0.388458
213,0.229170
214,0.329988
215,0.225904
216,0.362267
217,0.392802
218,0.388939
219,0.380848
220,0.228892
221,0.384420
222,0.388454
223,0.356183
224,0.222600
225,0.413020
226,0.374899
227,0.130719
228,0.394269
229,0.221525
230,0.000000
231,0.361959
232,0.336678
233,0.159925
234,0.220514
235,0.380633
236,0.370726
237,0.166911
238,0.221112
239,0.221455
240,0.235469
241,0.355824
242,0.410471
243,0.320721
244,0.393856
245,0.224109
246,0.380600
247,0.399070
248,0.362479
249,0.402031
250,0.226289
251,0.416365
252,0.382786
253,0.375991
254,0.407186
255,0.221258
256,0.369718
257,0.267403
258,0.400343
259,0.241439
260,0.353662
261,0.225643
262,0.160285
263,0.310220
264,0.221192
265,0.393867
266,0.384275
267,0.202437
268,0.166906
269,0.397041
270,0.370147
271,0.363918
272,0.374699
273,0.252759
274,0.348105
275,0.358428
276,0.104918
277,0.374888
278,0.206240
279,0.214615
280,0.000000
281,0.000000
