-1,0.408152
9,0.408152
19,0.408152
29,0.408152
39,0.408152
49,0.408152
59,0.458802
69,0.466696
79,0.466696
89,0.476078
99,0.463336
109,0.461719
119,0.466696
129,0.459231
139,0.456812
149,0.413504
159,0.463535
169,0.470634
179,0.462179
189,0.474114
199,0.466696
209,0.458284
219,0.463336
229,0.466696
239,0.466696
249,0.474114
259,0.469296
269,0.459231
279,0.478640
289,0.469799
299,0.462179
309,0.463535
319,0.466696
329,0.450059
339,0.448411
349,0.450315
359,0.450315
369,0.474114
379,0.452959
389,0.456756
399,0.456295
409,0.458284
419,0.464042
429,0.458802
439,0.440826
449,0.474114
459,0.458284
469,0.408041
479,0.458105
489,0.458284
499,0.455006
509,0.455006
519,0.456756
529,0.458284
539,0.474114
549,0.457502
559,0.408041
569,0.408041
579,0.452959
589,0.440826
599,0.408041
609,0.440826
619,0.408041
629,0.408041
639,0.408041
649,0.452959
659,0.455006
669,0.440826
679,0.408041
689,0.408041
699,0.443209
709,0.448411
719,0.448336
729,0.443209
739,0.408041
749,0.454408
759,0.457280
769,0.408041
779,0.408041
789,0.408041
799,0.408041
809,0.408041
819,0.454408
829,0.434328
839,0.408041
849,0.440496
859,0.443209
869,0.443209
879,0.408041
889,0.408041
899,0.408041
909,0.464844
919,0.458802
929,0.440397
939,0.408041
949,0.408041
959,0.408041
969,0.440496
979,0.434166
989,0.464844
999,0.436967
1009,0.408041
1019,0.408041
1029,0.436576
1039,0.473561
1049,0.434166
1059,0.408041
1069,0.434328
1079,0.434166
1089,0.436576
1099,0.440496
1109,0.408041
1119,0.467905
1129,0.456067
1139,0.456258
1149,0.464844
1159,0.473561
1169,0.440496
1179,0.434531
1189,0.408041
1199,0.464844
1209,0.434166
1219,0.440496
1229,0.465503
1239,0.440496
1249,0.440496
1259,0.474091
1269,0.474091
1279,0.470395
1289,0.464844
1299,0.465025
1309,0.468619
1319,0.464765
1329,0.440496
1339,0.440496
1349,0.440496
1359,0.440496
1369,0.408041
1379,0.440496
1389,0.440496
1399,0.440496
1409,0.468815
1419,0.468619
1429,0.468815
1439,0.440397
1449,0.460050
1459,0.465696
1469,0.460050
1479,0.459403
1489,0.459403
1499,0.468815
1509,0.465604
1519,0.440397
1529,0.460050
1539,0.440397
1549,0.468619
1559,0.440397
1569,0.468619
1579,0.440397
1589,0.468619
1599,0.456258
1609,0.470054
1619,0.456258
1629,0.470201
1639,0.456258
1649,0.470201
1659,0.463174
1669,0.465503
1679,0.465503
1689,0.465604
1699,0.465696
1709,0.465503
1719,0.465503
1729,0.465696
1739,0.465503
1749,0.470395
1759,0.463174
1769,0.462932
1779,0.463174
1789,0.465503
1799,0.456067
1809,0.463174
1819,0.465503
1829,0.462932
1839,0.463174
1849,0.463174
1859,0.463174
1869,0.472233
1879,0.463174
1889,0.463174
1899,0.462569
1909,0.461970
1919,0.465503
1929,0.456067
1939,0.463174
1949,0.462569
1959,0.462569
1969,0.462932
1979,0.462569
1989,0.463174
1999,0.462932
2009,0.462932
2019,0.462569
2029,0.463174
2039,0.462932
2049,0.463174
2059,0.462569
2069,0.463174
2079,0.462569
2089,0.462569
2099,0.463174
2109,0.463174
2119,0.462569
2129,0.462569
2139,0.462569
2149,0.463174
2159,0.463174
2169,0.463112
2179,0.475524
2189,0.462932
2199,0.463174
2209,0.472233
2219,0.462932
2229,0.463174
2239,0.465696
2249,0.470054
2259,0.462932
2269,0.462932
2279,0.463174
2289,0.462932
2299,0.470054
2309,0.462932
2319,0.463174
2329,0.463174
2339,0.462932
2349,0.463174
2359,0.462569
2369,0.462932
2379,0.470054
2389,0.462932
2399,0.470054
2409,0.462932
2419,0.475524
2429,0.470054
2439,0.475524
2449,0.475524
2459,0.475524
2469,0.475524
2479,0.470054
2489,0.456067
2499,0.475524
2509,0.475524
2519,0.475524
2529,0.475524
2539,0.475524
2549,0.475524
2559,0.475524
2569,0.475524
2579,0.477414
2589,0.477414
2599,0.477414
2609,0.477414
2619,0.477414
2629,0.477414
2639,0.475524
2649,0.469484
2659,0.471273
